Activity Period,Operating Airline,Operating Airline IATA Code,Published Airline,Published Airline IATA Code,GEO Summary,GEO Region,Activity Type Code,Price Category Code,Terminal,Boarding Area,Passenger Count,Adjusted Activity Type Code,Adjusted Passenger Count,Year,Month
200907,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,International,G,9999,Deplaned,9999,2009,July
200907,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,E,22303,Deplaned,22303,2009,July
200907,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Thru / Transit,Other,Terminal 3,E,264,Thru / Transit * 2,528,2009,July
200907,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,F,420420,Enplaned,420420,2009,July
200907,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Deplaned,Other,International,G,69091,Deplaned,69091,2009,July
200907,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Thru / Transit,Other,International,G,1752,Thru / Transit * 2,3504,2009,July
200907,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Enplaned,Other,International,G,10903,Enplaned,10903,2009,July
200907,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Deplaned,Other,Terminal 3,F,17250,Deplaned,17250,2009,July
200907,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Thru / Transit,Other,Terminal 3,F,29,Thru / Transit * 2,58,2009,July
200907,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Enplaned,Other,International,G,32955,Enplaned,32955,2009,July
200907,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Deplaned,Other,International,G,7096,Deplaned,7096,2009,July
200907,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Thru / Transit,Other,International,G,155,Thru / Transit * 2,310,2009,July
200907,Virgin America,VX,Virgin America,VX,Domestic,US,Enplaned,Low Fare,International,A,111473,Enplaned,111473,2009,July
200907,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Enplaned,Other,International,A,9888,Enplaned,9888,2009,July
200907,WestJet Airlines,WS,WestJet Airlines,WS,International,Canada,Enplaned,Other,International,A,1586,Enplaned,1586,2009,July
200907,World Airways,WO,World Airways,WO,International,Europe,Enplaned,Other,International,A,259,Enplaned,259,2009,July
200908,Aer Lingus,EI,Aer Lingus,EI,International,Europe,Enplaned,Other,International,A,4344,Enplaned,4344,2009,August
200908,Aeromexico,AM,Aeromexico,AM,International,Mexico,Enplaned,Other,International,A,3019,Enplaned,3019,2009,August
200908,Aeromexico,AM,Aeromexico,AM,International,Mexico,Enplaned,Other,International,G,541,Enplaned,541,2009,August
200908,Air Canada ,AC,Air Canada ,AC,International,Canada,Enplaned,Other,Terminal 3,E,35913,Enplaned,35913,2009,August
200908,Air China,CA,Air China,CA,International,Asia,Enplaned,Other,International,G,5215,Enplaned,5215,2009,August
200908,Air France,AF,Air France,AF,International,Europe,Enplaned,Other,International,A,13255,Enplaned,13255,2009,August
200908,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Enplaned,Other,International,G,5380,Enplaned,5380,2009,August
200908,AirTran Airways,FL,AirTran Airways,FL,Domestic,US,Enplaned,Low Fare,Terminal 1,B,20592,Enplaned,20592,2009,August
200908,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Other,Terminal 1,B,36021,Enplaned,36021,2009,August
200908,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Enplaned,Other,Terminal 1,B,4071,Enplaned,4071,2009,August
200908,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Enplaned,Other,International,G,5917,Enplaned,5917,2009,August
200908,American Airlines,AA,American Airlines,AA,Domestic,US,Enplaned,Other,Terminal 3,E,146808,Enplaned,146808,2009,August
200908,American Eagle Airlines,MQ,American Airlines,AA,Domestic,US,Enplaned,Other,Terminal 3,E,4786,Enplaned,4786,2009,August
200908,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Enplaned,Other,International,A,4820,Enplaned,4820,2009,August
200908,British Airways,BA,British Airways,BA,International,Europe,Enplaned,Other,International,A,20308,Enplaned,20308,2009,August
200908,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Enplaned,Other,International,A,16774,Enplaned,16774,2009,August
200908,China Airlines,CI,China Airlines,CI,International,Asia,Enplaned,Other,International,A,9958,Enplaned,9958,2009,August
200908,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,84650,Enplaned,84650,2009,August
200908,EVA Airways,BR,EVA Airways,BR,International,Asia,Enplaned,Other,International,G,12111,Enplaned,12111,2009,August
200908,Emirates ,EK,Emirates ,EK,International,Middle East,Enplaned,Other,International,G,6104,Enplaned,6104,2009,August
200908,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Enplaned,Low Fare,Terminal 1,C,15267,Enplaned,15267,2009,August
200908,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Enplaned,Other,Terminal 1,C,7359,Enplaned,7359,2009,August
200908,Horizon Air ,QX,Alaska Airlines,AS,Domestic,US,Enplaned,Other,Terminal 1,B,9168,Enplaned,9168,2009,August
200908,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Enplaned,Other,International,A,7017,Enplaned,7017,2009,August
200908,JetBlue Airways ,B6,JetBlue Airways ,B6,Domestic,US,Enplaned,Low Fare,International,A,24898,Enplaned,24898,2009,August
200908,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Enplaned,Other,International,A,12689,Enplaned,12689,2009,August
200908,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Enplaned,Other,International,A,7254,Enplaned,7254,2009,August
200908,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Enplaned,Other,International,G,19703,Enplaned,19703,2009,August
200908,Mexicana Airlines,MX,Mexicana Airlines,MX,International,Mexico,Enplaned,Other,International,G,9800,Enplaned,9800,2009,August
200908,Midwest Airlines,YX,Midwest Airlines,YX,Domestic,US,Enplaned,Other,Terminal 3,E,2887,Enplaned,2887,2009,August
200908,Northwest Airlines,NW,Northwest Airlines,NW,Domestic,US,Enplaned,Other,Terminal 1,C,64562,Enplaned,64562,2009,August
200908,Northwest Airlines,NW,Northwest Airlines,NW,International,Asia,Deplaned,Other,International,A,7497,Deplaned,7497,2009,August
200908,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Deplaned,Other,International,A,12581,Deplaned,12581,2009,August
200908,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Deplaned,Other,International,A,6446,Deplaned,6446,2009,August
200908,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Deplaned,Other,International,G,16238,Deplaned,16238,2009,August
200908,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,8378,Deplaned,8378,2009,August
200908,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,F,115763,Deplaned,115763,2009,August
200908,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,International,Canada,Deplaned,Other,International,G,2822,Deplaned,2822,2009,August
200908,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,International,Canada,Enplaned,Other,Terminal 3,F,14240,Enplaned,14240,2009,August
200908,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Enplaned,Low Fare,Terminal 1,B,132034,Enplaned,132034,2009,August
200908,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Deplaned,Low Fare,Terminal 1,B,3930,Deplaned,3930,2009,August
200908,TACA,TA,TACA,TA,International,Central America,Deplaned,Other,International,A,5647,Deplaned,5647,2009,August
200908,US Airways,US ,US Airways,US ,Domestic,US,Deplaned,Other,Terminal 1,B,78754,Deplaned,78754,2009,August
200908,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 1,B,77056,Deplaned,77056,2009,August
200908,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,International,G,8708,Deplaned,8708,2009,August
200908,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,E,22295,Deplaned,22295,2009,August
200908,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Thru / Transit,Other,Terminal 3,E,263,Thru / Transit * 2,526,2009,August
200908,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,F,422989,Enplaned,422989,2009,August
200908,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Deplaned,Other,International,G,71608,Deplaned,71608,2009,August
200908,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Thru / Transit,Other,International,G,1759,Thru / Transit * 2,3518,2009,August
200908,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Enplaned,Other,International,G,8163,Enplaned,8163,2009,August
200908,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Deplaned,Other,Terminal 3,F,18727,Deplaned,18727,2009,August
200908,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Thru / Transit,Other,Terminal 3,F,127,Thru / Transit * 2,254,2009,August
200908,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Enplaned,Other,International,G,33449,Enplaned,33449,2009,August
200908,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Deplaned,Other,International,G,7497,Deplaned,7497,2009,August
200908,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Thru / Transit,Other,International,G,91,Thru / Transit * 2,182,2009,August
200908,Virgin America,VX,Virgin America,VX,Domestic,US,Enplaned,Low Fare,International,A,117014,Enplaned,117014,2009,August
200908,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Enplaned,Other,International,A,10050,Enplaned,10050,2009,August
200908,WestJet Airlines,WS,WestJet Airlines,WS,International,Canada,Enplaned,Other,International,A,1633,Enplaned,1633,2009,August
200909,Aer Lingus,EI,Aer Lingus,EI,International,Europe,Enplaned,Other,International,A,2976,Enplaned,2976,2009,September
200909,Aeromexico,AM,Aeromexico,AM,International,Mexico,Enplaned,Other,International,A,2220,Enplaned,2220,2009,September
200909,Aeromexico,AM,Aeromexico,AM,International,Mexico,Enplaned,Other,International,G,28,Enplaned,28,2009,September
200909,Air Canada ,AC,Air Canada ,AC,International,Canada,Enplaned,Other,Terminal 3,E,31349,Enplaned,31349,2009,September
200909,Air China,CA,Air China,CA,International,Asia,Enplaned,Other,International,G,4595,Enplaned,4595,2009,September
200909,Air France,AF,Air France,AF,International,Europe,Enplaned,Other,International,A,12883,Enplaned,12883,2009,September
200909,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Enplaned,Other,International,G,5668,Enplaned,5668,2009,September
200909,AirTran Airways,FL,AirTran Airways,FL,Domestic,US,Enplaned,Low Fare,Terminal 1,B,13412,Enplaned,13412,2009,September
200909,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Other,Terminal 1,B,33460,Enplaned,33460,2009,September
200909,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Enplaned,Other,Terminal 1,B,3687,Enplaned,3687,2009,September
200909,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Enplaned,Other,International,G,6308,Enplaned,6308,2009,September
200909,American Airlines,AA,American Airlines,AA,Domestic,US,Enplaned,Other,Terminal 3,E,138329,Enplaned,138329,2009,September
200909,American Eagle Airlines,MQ,American Airlines,AA,Domestic,US,Enplaned,Other,Terminal 3,E,1757,Enplaned,1757,2009,September
200909,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Enplaned,Other,International,A,5063,Enplaned,5063,2009,September
200909,British Airways,BA,British Airways,BA,International,Europe,Enplaned,Other,International,A,19443,Enplaned,19443,2009,September
200909,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Enplaned,Other,International,A,15050,Enplaned,15050,2009,September
200909,China Airlines,CI,China Airlines,CI,International,Asia,Enplaned,Other,International,A,8537,Enplaned,8537,2009,September
200909,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,65259,Enplaned,65259,2009,September
200909,EVA Airways,BR,EVA Airways,BR,International,Asia,Enplaned,Other,International,G,9980,Enplaned,9980,2009,September
200909,Emirates ,EK,Emirates ,EK,International,Middle East,Enplaned,Other,International,G,5841,Enplaned,5841,2009,September
200909,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Enplaned,Low Fare,Terminal 1,C,13552,Enplaned,13552,2009,September
200909,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Enplaned,Other,Terminal 1,C,6736,Enplaned,6736,2009,September
200909,Horizon Air ,QX,Alaska Airlines,AS,Domestic,US,Enplaned,Other,Terminal 1,B,8413,Enplaned,8413,2009,September
200909,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Enplaned,Other,International,A,6701,Enplaned,6701,2009,September
200909,JetBlue Airways ,B6,JetBlue Airways ,B6,Domestic,US,Enplaned,Low Fare,International,A,21385,Enplaned,21385,2009,September
200909,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Enplaned,Other,International,A,12190,Enplaned,12190,2009,September
200909,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Enplaned,Other,International,A,4305,Enplaned,4305,2009,September
200909,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Enplaned,Other,International,G,18249,Enplaned,18249,2009,September
200909,Mexicana Airlines,MX,Mexicana Airlines,MX,International,Mexico,Enplaned,Other,International,G,7451,Enplaned,7451,2009,September
200909,Midwest Airlines,YX,Midwest Airlines,YX,Domestic,US,Enplaned,Other,Terminal 3,E,2550,Enplaned,2550,2009,September
200909,Northwest Airlines,NW,Northwest Airlines,NW,Domestic,US,Enplaned,Other,Terminal 1,C,52573,Enplaned,52573,2009,September
200909,Northwest Airlines,NW,Northwest Airlines,NW,International,Asia,Enplaned,Other,International,A,5582,Enplaned,5582,2009,September
200909,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Enplaned,Other,International,A,6961,Enplaned,6961,2009,September
200909,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Enplaned,Other,International,A,4717,Enplaned,4717,2009,September
200909,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Enplaned,Other,International,G,11601,Enplaned,11601,2009,September
200909,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,10296,Enplaned,10296,2009,September
200909,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,F,107735,Enplaned,107735,2009,September
200909,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,International,Canada,Deplaned,Other,Terminal 3,F,8608,Deplaned,8608,2009,September
200909,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Deplaned,Low Fare,Terminal 1,B,127740,Deplaned,127740,2009,September
200909,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Thru / Transit,Low Fare,Terminal 1,B,65,Thru / Transit * 2,130,2009,September
200909,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Enplaned,Low Fare,Terminal 1,B,3034,Enplaned,3034,2009,September
200909,TACA,TA,TACA,TA,International,Central America,Enplaned,Other,International,A,3476,Enplaned,3476,2009,September
200909,US Airways,US ,US Airways,US ,Domestic,US,Enplaned,Other,Terminal 1,B,70130,Enplaned,70130,2009,September
200909,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 1,B,60936,Enplaned,60936,2009,September
200909,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,International,G,5198,Enplaned,5198,2009,September
200909,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,E,19647,Enplaned,19647,2009,September
200909,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,F,359882,Deplaned,359882,2009,September
200909,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Thru / Transit,Other,Terminal 3,F,4614,Thru / Transit * 2,9228,2009,September
200909,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Enplaned,Other,International,G,57377,Enplaned,57377,2009,September
200909,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Deplaned,Other,International,G,9337,Deplaned,9337,2009,September
200909,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Thru / Transit,Other,International,G,247,Thru / Transit * 2,494,2009,September
200909,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Enplaned,Other,Terminal 3,F,17846,Enplaned,17846,2009,September
200909,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Deplaned,Other,International,G,31534,Deplaned,31534,2009,September
200909,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Thru / Transit,Other,International,G,541,Thru / Transit * 2,1082,2009,September
200909,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Enplaned,Other,International,G,3528,Enplaned,3528,2009,September
200909,Virgin America,VX,Virgin America,VX,Domestic,US,Deplaned,Low Fare,International,A,106231,Deplaned,106231,2009,September
200909,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Deplaned,Other,International,A,9952,Deplaned,9952,2009,September
200909,WestJet Airlines,WS,WestJet Airlines,WS,International,Canada,Deplaned,Other,International,A,1405,Deplaned,1405,2009,September
200910,Aer Lingus,EI,Aer Lingus,EI,International,Europe,Deplaned,Other,International,A,2125,Deplaned,2125,2009,October
200910,Aeromexico,AM,Aeromexico,AM,International,Mexico,Deplaned,Other,International,A,2420,Deplaned,2420,2009,October
200910,Air Canada ,AC,Air Canada ,AC,International,Canada,Deplaned,Other,Terminal 3,E,21059,Deplaned,21059,2009,October
200910,Air China,CA,Air China,CA,International,Asia,Deplaned,Other,International,G,5477,Deplaned,5477,2009,October
200910,Air France,AF,Air France,AF,International,Europe,Deplaned,Other,International,A,11892,Deplaned,11892,2009,October
200910,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Deplaned,Other,International,G,3932,Deplaned,3932,2009,October
200910,AirTran Airways,FL,AirTran Airways,FL,Domestic,US,Deplaned,Low Fare,Terminal 1,B,11103,Deplaned,11103,2009,October
200910,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Other,Terminal 1,B,34105,Deplaned,34105,2009,October
200910,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Deplaned,Other,International,A,3874,Deplaned,3874,2009,October
200910,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Deplaned,Other,International,G,6543,Deplaned,6543,2009,October
200910,American Airlines,AA,American Airlines,AA,Domestic,US,Deplaned,Other,Terminal 3,E,146842,Deplaned,146842,2009,October
200910,American Eagle Airlines,MQ,American Airlines,AA,Domestic,US,Deplaned,Other,Terminal 3,E,1926,Deplaned,1926,2009,October
200910,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Deplaned,Other,International,A,3723,Deplaned,3723,2009,October
200910,British Airways,BA,British Airways,BA,International,Europe,Deplaned,Other,International,A,18727,Deplaned,18727,2009,October
200910,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Deplaned,Other,International,A,16579,Deplaned,16579,2009,October
200910,China Airlines,CI,China Airlines,CI,International,Asia,Deplaned,Other,International,A,7120,Deplaned,7120,2009,October
200910,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,65476,Deplaned,65476,2009,October
200910,EVA Airways,BR,EVA Airways,BR,International,Asia,Deplaned,Other,International,G,9933,Deplaned,9933,2009,October
200910,Emirates ,EK,Emirates ,EK,International,Middle East,Deplaned,Other,International,G,6243,Deplaned,6243,2009,October
200910,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Deplaned,Low Fare,Terminal 1,C,15205,Deplaned,15205,2009,October
200910,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Deplaned,Other,Terminal 1,C,7750,Deplaned,7750,2009,October
200910,Horizon Air ,QX,Alaska Airlines,AS,Domestic,US,Deplaned,Other,Terminal 1,B,8602,Deplaned,8602,2009,October
200910,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Deplaned,Other,International,A,6647,Deplaned,6647,2009,October
200910,JetBlue Airways ,B6,JetBlue Airways ,B6,Domestic,US,Deplaned,Low Fare,International,A,20958,Deplaned,20958,2009,October
200910,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Deplaned,Other,International,A,11028,Deplaned,11028,2009,October
200910,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Other,International,A,3861,Deplaned,3861,2009,October
200910,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Deplaned,Other,International,G,19211,Deplaned,19211,2009,October
200910,Mexicana Airlines,MX,Mexicana Airlines,MX,International,Mexico,Deplaned,Other,International,G,8900,Deplaned,8900,2009,October
200910,Midwest Airlines,YX,Midwest Airlines,YX,Domestic,US,Deplaned,Other,Terminal 3,E,2436,Deplaned,2436,2009,October
200910,Northwest Airlines,NW,Northwest Airlines,NW,Domestic,US,Deplaned,Other,Terminal 1,C,46984,Deplaned,46984,2009,October
200910,Northwest Airlines,NW,Northwest Airlines,NW,Domestic,US,Thru / Transit,Other,Terminal 1,C,1332,Thru / Transit * 2,2664,2009,October
200910,Northwest Airlines,NW,Northwest Airlines,NW,International,Asia,Enplaned,Other,International,A,6431,Enplaned,6431,2009,October
200910,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Enplaned,Other,International,A,7770,Enplaned,7770,2009,October
200910,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Enplaned,Other,International,A,5754,Enplaned,5754,2009,October
200910,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Enplaned,Other,International,G,14589,Enplaned,14589,2009,October
200910,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,10470,Enplaned,10470,2009,October
200910,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,F,108411,Enplaned,108411,2009,October
200910,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,International,Canada,Deplaned,Other,Terminal 3,F,9189,Deplaned,9189,2009,October
200910,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Deplaned,Low Fare,Terminal 1,B,140216,Deplaned,140216,2009,October
200910,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Thru / Transit,Low Fare,Terminal 1,B,79,Thru / Transit * 2,158,2009,October
200910,TACA,TA,TACA,TA,International,Central America,Deplaned,Other,International,A,3257,Deplaned,3257,2009,October
200910,US Airways,US ,US Airways,US ,Domestic,US,Deplaned,Other,Terminal 1,B,71823,Deplaned,71823,2009,October
200910,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 1,B,62321,Deplaned,62321,2009,October
200910,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,International,G,9512,Deplaned,9512,2009,October
200910,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,E,19939,Deplaned,19939,2009,October
200910,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Thru / Transit,Other,Terminal 3,E,267,Thru / Transit * 2,534,2009,October
200910,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,F,379265,Enplaned,379265,2009,October
200910,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Deplaned,Other,International,G,56958,Deplaned,56958,2009,October
200910,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Thru / Transit,Other,International,G,1809,Thru / Transit * 2,3618,2009,October
200910,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Enplaned,Other,International,G,11048,Enplaned,11048,2009,October
200910,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Deplaned,Other,Terminal 3,F,13642,Deplaned,13642,2009,October
200910,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Thru / Transit,Other,Terminal 3,F,115,Thru / Transit * 2,230,2009,October
200910,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Enplaned,Other,International,G,23827,Enplaned,23827,2009,October
200910,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Deplaned,Other,International,G,3004,Deplaned,3004,2009,October
200910,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Thru / Transit,Other,International,G,147,Thru / Transit * 2,294,2009,October
200910,Virgin America,VX,Virgin America,VX,Domestic,US,Enplaned,Low Fare,International,A,113525,Enplaned,113525,2009,October
200910,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Enplaned,Other,International,A,10015,Enplaned,10015,2009,October
200910,WestJet Airlines,WS,WestJet Airlines,WS,International,Canada,Enplaned,Other,International,A,1457,Enplaned,1457,2009,October
200911,Aeromexico,AM,Aeromexico,AM,International,Mexico,Enplaned,Other,International,A,2776,Enplaned,2776,2009,November
200911,Air Canada ,AC,Air Canada ,AC,International,Canada,Enplaned,Other,Terminal 3,E,14760,Enplaned,14760,2009,November
200911,Air China,CA,Air China,CA,International,Asia,Enplaned,Other,International,G,4208,Enplaned,4208,2009,November
200911,Air France,AF,Air France,AF,International,Europe,Enplaned,Other,International,A,7229,Enplaned,7229,2009,November
200911,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Enplaned,Other,International,G,5712,Enplaned,5712,2009,November
200911,AirTran Airways,FL,AirTran Airways,FL,Domestic,US,Enplaned,Low Fare,Terminal 1,B,11863,Enplaned,11863,2009,November
200911,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Other,Terminal 1,B,31460,Enplaned,31460,2009,November
200911,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Enplaned,Other,Terminal 1,B,7429,Enplaned,7429,2009,November
